,Unnamed: 0,Author_name,#Followers,Author FollowIndiadiadiag,Account Created,Verified,Location,Tweet,Length,Likes,Language,Retweets,Time,Cleaned,label_predict,py_lib Predictions
429,600,ynknik,133,183,2010-09-02 15:48:23+00:00,False,,"This! 

Russian people against war! 

#нетвойне #nowar #RussiaUkraineWar #StopPutinNOW #NoWarInUkraine #nowarwithukraine https://t.co/9tvSGRjyIq","[0, 120]",1,en,0,2022-03-27 21:38:02+00:00,russian people war nowar russiaukrainewar stopputinnow nowarinukraine nowarwithukraine,0,0
430,602,TheUNPulse,598,3,2022-02-02 04:12:22+00:00,False,USA,"RT @TarasKu2: Ukrainian family: 11-year-old girl shot in face by Russian soldier.
#UnitedNations 
#RussiaUkraineWar 
#ABCNews  
#BBCBreakfa…","[0, 140]",0,en,1,2022-03-27 21:37:54+00:00,ukrainian family yearold girl shot face russian soldier unitednations russiaukrainewar abcnews bbcbreakfa,0,0
431,603,VomKryger,3,16,2022-03-17 17:39:02+00:00,False,,"So much cringe on here I feel the need to write down some thoughts on #RussiaUkraineWar before I go crazy especially as it relates to #NATO, #ukraine, #Hungary and of course #Russia. 
1-Russia declared war and invaded a sovereign nation so if anyone is to blame it is clearly RU","[0, 278]",1,en,0,2022-03-27 21:37:33+00:00,much cringe feel need write thoughts russiaukrainewar go crazy especially relates nato ukraine hungary course russia russia declared war invaded sovereign nation anyone blame clearly ru,0,0
432,604,CHZHAUS,996,554,2017-09-05 23:36:37+00:00,False,,"RT @HAGnews2: Miles Guo
CCP’s decoupling from the world would be a blessing for the Chinese people, but we must survive till that wonderful…","[0, 140]",0,en,128,2022-03-27 21:37:04+00:00,miles guo ccps decoupling world would blessing chinese people must survive till wonderful,1,1
433,605,liontarakos,2360,4949,2012-12-01 17:35:09+00:00,False,Κάπου δροσερά με παρέα ρομπότ,"#Armenian #POWs #artsakh #war #Azerbaijan #Military #azeriscum #aliyev 
this video is not from
#Ukrainian #UkraineRussia #RussiaUkraineWar #Russian #WARINUKRAINE https://t.co/zTdT8lM3Gl","[0, 161]",2,en,1,2022-03-27 21:37:03+00:00,armenian pows artsakh war azerbaijan military azeriscum aliyev video ukrainian ukrainerussia russiaukrainewar russian warinukraine,0,0
434,606,__Ahmadjr,7158,7083,2016-10-01 23:23:18+00:00,False,Coded,"The West + Zelenskyy puppet put Ukraine 🇺🇦 in this messed .

 #Mariupol

Before War                               Aftermath 

#RussiaUkraineWar https://t.co/6cpaDnFML8","[0, 143]",18,en,7,2022-03-27 21:36:55+00:00,west zelenskyy puppet put ukraine messed mariupol war aftermath russiaukrainewar,0,0
435,608,FUNNAGAN,2483,4976,2010-09-27 03:56:11+00:00,False,USA,RT @ActionTime: LOSING #Russia is Humiliated:#Ukraine is Retaking Territories With Persistence &amp; Success #StopRussia #PutinsWarCrimes #Ukra…,"[0, 144]",0,en,6,2022-03-27 21:36:43+00:00,losing russia humiliatedukraine retaking territories persistence amp success stoprussia putinswarcrimes ukra,0,0
436,609,Blounton1,9,51,2021-03-17 04:02:09+00:00,False,,"Insane to me that #Russia is spending over 3 million Todd’s ($20B) per day on this nonsense war. #putin would have the dopest collection if he just cut the shit 
#vevefam #RussiaUkraineWar #toysforputin","[0, 202]",1,en,0,2022-03-27 21:36:24+00:00,insane russia spending million todds b per day nonsense war putin would dopest collection cut shit vevefam russiaukrainewar toysforputin,0,0
437,610,yazan048,36,0,2022-02-22 05:03:17+00:00,False,,"#Putin #PutinHitler #PutinsWar #RussiaUkraineWar #RussianArmy #Russian #UkraineWar. Urgent: Watch Calbir missiles from the depth of the sea towards the uncontrolled American militias in Ukraine. 
https://t.co/bFvjkCq3QI https://t.co/BpaI0SCkrP","[0, 219]",0,en,0,2022-03-27 21:36:07+00:00,putin putinhitler putinswar russiaukrainewar russianarmy russian ukrainewar urgent watch calbir missiles depth sea towards uncontrolled american militias ukraine,0,0
438,611,jaygalbraith,1716,1228,2013-03-22 23:23:39+00:00,False,"Winter Garden, FL",Vladimir Putin a “dictator” who “cannot remain in power” … I concur with these remarks! #VladimirPutin #Putin #PutinWarCriminal #RussiaUkraineWar #RussiaUkraineCrisis #UkraineRussiaWar #Zelenskyy https://t.co/yfNhzZzZZA,"[0, 195]",0,en,0,2022-03-27 21:36:02+00:00,vladimir putin dictator cannot remain power concur remarks vladimirputin putin putinwarcriminal russiaukrainewar russiaukrainecrisis ukrainerussiawar zelenskyy,0,0
439,612,sumonkais,333,160,2010-10-26 06:19:24+00:00,False,Bangladesh,"RT @hizbie_: In #Cyprus (Larnaca) a rally was held in support of #Russia. It started with a rally of more than 50 cars, and ended with a cr…","[0, 140]",0,en,7,2022-03-27 21:35:58+00:00,cyprus larnaca rally held support russia started rally cars ended cr,1,0
440,613,de_monneron,0,17,2022-03-14 17:44:18+00:00,False,,RT @SimTack: The #RussiaUkraineWar continues with another day of advances by #Ukraine's armed forces along multiple fronts. #Russia's offen…,"[0, 140]",0,en,16,2022-03-27 21:35:45+00:00,russiaukrainewar continues another day advances ukraines armed forces along multiple fronts russias offen,0,0
441,614,mhp_1776,3798,4751,2015-09-05 19:11:36+00:00,False,"Texas, USA",RT @Emolclause: #BREAKING: Senator #AmyKlobuchar(D-MN) appeared on ABC's This Week show(03/27/22) to discuss the #RussiaUkraineWar and the…,"[0, 139]",0,en,2,2022-03-27 21:35:40+00:00,breaking senator amyklobuchardmn appeared abcs week show discuss russiaukrainewar,0,0
442,615,ynknik,133,183,2010-09-02 15:48:23+00:00,False,,#нетвойне #nowar #RussiaUkraineWar #StopPutinNOW #NoWarInUkraine #nowarwithukraine https://t.co/5voPopwMXN,"[0, 82]",0,und,0,2022-03-27 21:35:17+00:00,nowar russiaukrainewar stopputinnow nowarinukraine nowarwithukraine,0,0
443,616,JoanneJolilley,859,5001,2014-06-07 19:41:08+00:00,False,"London, England","RT @ukrainewar24: ⚡️ #Kyiv Oblast(00:29). Red Alert: aerial threat. Sirens sounding.
#RussiaUkraineWar","[0, 102]",0,en,1,2022-03-27 21:35:15+00:00,kyiv oblast red alert aerial threat sirens sounding russiaukrainewar,0,0
444,617,PeterPontif,43,82,2020-07-28 21:07:53+00:00,False,,"Maybe Rachel Johnson has just played the board game Risk too many times, and therefore thinks Russia always wins.
#RachelJohnson
#RussiaUkraineWar","[0, 146]",1,en,0,2022-03-27 21:35:05+00:00,maybe rachel johnson played board game risk many times therefore thinks russia always wins racheljohnson russiaukrainewar,0,0
445,618,ukrainewar24,3173,44,2022-02-25 13:14:44+00:00,False,Kyiv - Ukraine ,"⚡️ #Kyiv Oblast(00:29). Red Alert: aerial threat. Sirens sounding.
#RussiaUkraineWar","[0, 84]",1,en,1,2022-03-27 21:35:03+00:00,kyiv oblast red alert aerial threat sirens sounding russiaukrainewar,0,0
446,619,AmyWhinesy,65,93,2022-02-16 08:56:13+00:00,False,Planet Earth,"RT @maartenbrink: 21:35: ""The air alert map now looks like this. Ukraine is all red.
Stay in hiding❗️""
#SupportMaria #StandWithUkraine️ #Uk…","[0, 140]",0,en,12,2022-03-27 21:35:00+00:00,air alert map looks like ukraine red stay hiding supportmaria standwithukraine uk,0,0
447,621,sumonkais,333,160,2010-10-26 06:19:24+00:00,False,Bangladesh,"RT @1KarlMarxis: The countries in yellow have sanctioned Russia. The countries in gray have not sanctioned Russia.
#RussiaUkraineWar https:…","[0, 140]",0,en,25,2022-03-27 21:34:47+00:00,countries yellow sanctioned russia countries gray sanctioned russia russiaukrainewar https,0,0
448,622,thepapers_,4,11,2022-03-26 21:31:50+00:00,False,"London, England","Monday: THE TIMES 
‘Putin wants to divide Ukraine, West warned’
➖
The Times reports that Putin is planning a Korean-style partition of Ukraine 

#thetimes #RussiaUkraineWar #breaking #news https://t.co/UizqkSag1F","[0, 188]",0,en,0,2022-03-27 21:34:38+00:00,monday times putin wants divide ukraine west warned times reports putin planning koreanstyle partition ukraine thetimes russiaukrainewar breaking news,0,0
449,623,DaAnsahonSports,50034,7690,2009-12-06 13:45:50+00:00,False,"USA. America, USA","8/16/2008 the 🐐 age (23) @MichaelPhelps won record setting 7th gold medal  in Beijing #china 
On (13) year mark of the 🐐 movie #theusualsuspects 8/16/1995.

6/30/1985 Phelps born 
6/30/2006 #thedevilwearsprada release on his 21st bday 

#RussiaUkraineWar #covid19 https://t.co/W0TQe4Us57","[0, 263]",0,en,1,2022-03-27 21:34:09+00:00,age record setting th gold medal beijing china year mark movie theusualsuspects phelps born thedevilwearsprada release st bday russiaukrainewar covid,1,1
450,624,XY89177882,457,266,2011-02-12 13:56:07+00:00,False,Germany,"Why are still people who try to justify a war with already tens of thousands deaths with some tattoos on someone's back? 🤦 #RussiaUkraineWar 
#RussianUkrainianWar https://t.co/lXWalQVy6T","[0, 162]",0,en,0,2022-03-27 21:34:04+00:00,still people try justify war already tens thousands deaths tattoos someones back russiaukrainewar russianukrainianwar,0,0
451,625,JS_Oppenheim,372,4991,2010-03-02 22:55:10+00:00,False,,#UkraineJournaling #UkraineInWarPhotography #RussiaUkraineWar https://t.co/QPtpRJERCE #UkraineDiary,"[0, 99]",1,und,1,2022-03-27 21:33:41+00:00,ukrainejournaling ukraineinwarphotography russiaukrainewar,0,1
452,626,ynknik,133,183,2010-09-02 15:48:23+00:00,False,,#нетвойне #nowar #RussiaUkraineWar #StopPutinNOW #NoWarInUkraine #nowarwithukraine https://t.co/TyZ6Cc8tGX,"[0, 82]",0,und,0,2022-03-27 21:33:24+00:00,nowar russiaukrainewar stopputinnow nowarinukraine nowarwithukraine,0,0
453,628,ynknik,133,183,2010-09-02 15:48:23+00:00,False,,"#нетвойне #nowar #RussiaUkraineWar #StopPutinNOW #NoWarInUkraine #nowarwithukraine

Russians against war! https://t.co/wV5EnfGXMs","[0, 105]",3,en,1,2022-03-27 21:32:56+00:00,nowar russiaukrainewar stopputinnow nowarinukraine nowarwithukraine russians war,0,0
454,629,SChikhmousa,2450,2344,2020-07-03 23:21:06+00:00,False,Syria,"About the #RussiaUkraineWar and why the war continued
Has #Russia changed its strategy?
7 #Russian generals have been killed so far.
#WARINUKRAINE 
https://t.co/N6QFMDHiXa","[0, 171]",4,en,1,2022-03-27 21:32:47+00:00,russiaukrainewar war continued russia changed strategy russian generals killed far warinukraine,0,0
455,631,agauravlaw,81,539,2009-11-15 19:46:21+00:00,False,"Abu Dhabi, United Arab Emirates","RT @yespunjab: What does the Ukraine conflict mean for West Asia? - by Talmiz Ahmad

#WestAsia #TalmizAhmad #Ukraine #Russia #UkraineRussia…","[0, 140]",0,en,1,2022-03-27 21:31:50+00:00,ukraine conflict mean west asia talmiz ahmad westasia talmizahmad ukraine russia ukrainerussia,0,0
456,632,shanmugam_18,6761,2844,2009-07-30 16:06:36+00:00,False,India,RT @DrMungekar: Even Russians are protesting against the Putin regime for its invasion on Ukraine. But there is not a single protest in ind…,"[0, 140]",0,en,12,2022-03-27 21:31:41+00:00,even russians protesting putin regime invasion ukraine single protest ind,0,0
457,633,yazan048,36,0,2022-02-22 05:03:17+00:00,False,,"#Kyiv #UkraineWar #RussiaUkraineWar #UkraineRussiaWar #Russia #Kiev.  Watch: Disarming the dead Russians. 
https://t.co/bFvjkCq3QI https://t.co/aDG5V5XQlq","[0, 130]",0,en,0,2022-03-27 21:31:31+00:00,kyiv ukrainewar russiaukrainewar ukrainerussiawar russia kiev watch disarming dead russians,0,0
458,634,ynknik,133,183,2010-09-02 15:48:23+00:00,False,,#нетвойне #nowar #StopPutinNOW #RussiaUkraineWar #NoWarInUkraine #NoWarWithRussia https://t.co/x94y43LBhH,"[0, 81]",1,und,0,2022-03-27 21:30:26+00:00,nowar stopputinnow russiaukrainewar nowarinukraine nowarwithrussia,0,1
459,635,TarasKu2,2,0,2022-02-22 03:37:52+00:00,False,,"Ukrainian family: 11-year-old girl shot in face by Russian soldier.
#UnitedNations 
#RussiaUkraineWar 
#ABCNews  
#BBCBreakfast 
#Lazada10Tahun 
#CWC22 
#Kardeslerim 
#NFTGiveaways 
#TaylorHawkins 
#StandWithUkraine 
#Ukraine

https://t.co/o4bBHlx5wM","[0, 250]",0,en,1,2022-03-27 21:30:05+00:00,ukrainian family yearold girl shot face russian soldier unitednations russiaukrainewar abcnews bbcbreakfast lazadatahun cwc kardeslerim nftgiveaways taylorhawkins standwithukraine ukraine,0,1
460,636,EuromaidanPR,87452,3591,2014-01-12 15:28:39+00:00,False,Ukraine,"The city of #Bucha, #Kyiv region, before and after the ""#Russian world"".
#RussiaUkraineWar #UkraineRussiaWar #Ukraine https://t.co/DXor8rCO0G","[0, 117]",120,en,40,2022-03-27 21:30:00+00:00,city bucha kyiv region russian world russiaukrainewar ukrainerussiawar ukraine,0,0
461,637,lostowl62,1610,1392,2009-06-10 17:04:33+00:00,False,"Pennsylvania, USA","#Biden gets a pass when he does this; #Trump would have been blistered:
""For God’s sake, this man cannot remain in power.”
#RussiaUkraineWar 
#Russia 
#Ukraine","[0, 159]",0,en,0,2022-03-27 21:29:53+00:00,biden gets pass trump would blistered gods sake man cannot remain power russiaukrainewar russia ukraine,0,0
462,638,ScottKostohryz,45,511,2019-09-09 16:07:39+00:00,False,"USA, CA","In Russia does Rocky VI end like 30 mins in? Final line is “If He Does, He Dies.”
#rocky #rocky4 #rockybalboa #Russian #RussiaUkraineWar","[0, 136]",0,en,0,2022-03-27 21:29:16+00:00,russia rocky vi end like mins final line dies rocky rocky rockybalboa russian russiaukrainewar,0,0
463,639,OleSpan,295,1101,2012-04-20 20:56:21+00:00,False,Україна,"#RussiaUkraineWar

Russian occupiers steal potatoes in Slavutych, Kyiv region.  It is impossible to feed the military in ""the second army of the world"" https://t.co/lt4Kz035kV","[0, 151]",2,en,0,2022-03-27 21:29:11+00:00,russiaukrainewar russian occupiers steal potatoes slavutych kyiv region impossible feed military second army world,0,0
464,640,JacobKPhilip,89,499,2009-03-31 05:04:02+00:00,False,,"Unlike its normal routine these days, Northrop Grumman RQ-4B Global Hawk, the remotely-piloted surveillance aircraft of US, today patrols Poland-Belarus border too. (the path in red). And KC-10A Extender tanker is around, to help with refueling, just in case! #RussiaUkraineWar https://t.co/s1EjHQiA9m","[0, 277]",0,en,0,2022-03-27 21:28:39+00:00,unlike normal routine days northrop grumman rqb global hawk remotelypiloted surveillance aircraft us today patrols polandbelarus border path red kca extender tanker around help refueling case russiaukrainewar,0,0
465,641,thepapers_,4,11,2022-03-26 21:31:50+00:00,False,"London, England","Monday: FINANCIAL TIMES 
‘Blinken softens Biden remarks by saying US has no aim to oust Putin’
➖
The Financial Times leads with Biden’s suggestion of regime change in Russia. 

#financialtimes #RussiaUkraineWar #breakingnews https://t.co/0aFK4hW9zf","[0, 224]",0,en,0,2022-03-27 21:28:18+00:00,monday financial times blinken softens biden remarks saying us aim oust putin financial times leads bidens suggestion regime change russia financialtimes russiaukrainewar breakingnews,0,0
466,642,caligola00,177,449,2010-01-13 21:32:58+00:00,False,Milan Italy,Russian army Is doing the same massacre done in Cecenia and reported by Anna Politovskya . #RussiaUkraineWar,"[0, 108]",0,en,0,2022-03-27 21:28:11+00:00,russian army massacre done cecenia reported anna politovskya russiaukrainewar,0,0
467,643,steveclarketv,766,852,2010-12-15 12:18:23+00:00,False,"South East, England",Putin has to lose - badly. #RussiaUkraineWar https://t.co/uFUAHdKry5,"[0, 44]",1,en,0,2022-03-27 21:28:06+00:00,putin lose badly russiaukrainewar,0,0
468,644,KamaroMarie,374,924,2013-12-12 23:32:39+00:00,False,Unknown,"I feel like someone in #Anonymous who can create games should make a game like Pokémon Go, Only instead of Pokémon its #RussianSoilders &amp; instead of kids looking 4 them we use #UkraineSoilders or #Hackers 2 find them.  #OpRussia #FckPutin #RussiaUkraineWar #StopPutin #Ukrainian https://t.co/Qa97TedQ9E","[0, 282]",1,en,0,2022-03-27 21:27:28+00:00,feel like someone anonymous create games make game like pokmon go instead pokmon russiansoilders amp instead kids looking use ukrainesoilders hackers find oprussia fckputin russiaukrainewar stopputin ukrainian,1,0
469,646,EvolutedF,2,3,2022-03-27 08:06:13+00:00,False,"Outside Russia, fortunately!","In modern time, should we see this Europe?

#putin lacks the understanding of peace and people living good.
The #RussiaUkraineWar is an unnecessary act in 2022.
What results were obtained thus far? 
A divided world. Russia (and a few developing countries) vs the rest.

Enjoy! https://t.co/bhN56WQPYO","[0, 276]",2,en,0,2022-03-27 21:26:41+00:00,modern time see europe putin lacks understanding peace people living good russiaukrainewar unnecessary act results obtained thus far divided world russia developing countries vs rest enjoy,1,0
470,647,ActionTime,91681,84219,2013-07-25 10:13:19+00:00,False,"Beautiful Vancouver,BC, Canada",VERY Strict #Sanctions Against #Russia Are Urgently Needed:#Russian Tankers Turned off Their Tracking Systems 33 times last Week Alone to Evade Sanctions #SanctionRussiaNOW #StopRussia #PutinsWarCrimes #UkraineWar #RussianInvasion #RussiaUkraineWar #Russia https://t.co/Awq6AMHwxh,"[0, 280]",30,en,33,2022-03-27 21:25:29+00:00,strict sanctions russia urgently neededrussian tankers turned tracking systems times last week alone evade sanctions sanctionrussianow stoprussia putinswarcrimes ukrainewar russianinvasion russiaukrainewar russia,0,0
471,649,TommyNi23580454,26,187,2022-03-06 18:56:05+00:00,False,,"RT @NasrinRasheda: Finally Putin’s mistress Alina Kabayeva faces expulsion from Switzerland, where she is likely hiding with her children…","[0, 138]",0,en,3,2022-03-27 21:25:11+00:00,finally putins mistress alina kabayeva faces expulsion switzerland likely hiding children,0,0
472,650,thepapers_,4,11,2022-03-26 21:31:50+00:00,False,"London, England","Monday: THE DAILY TELEGRAPH
‘Backlash at Biden for ‘Putin must go’ comment’
➖
The Telegraph reports on the continued international fallout after President Biden appeared to suggest he was in favour of regime change in Russia. 

#RussiaUkraineWar #thetelegraph #breaking https://t.co/ngOr9SGONI","[0, 269]",0,en,0,2022-03-27 21:25:07+00:00,monday daily telegraph backlash biden putin must go comment telegraph reports continued international fallout president biden appeared suggest favour regime change russia russiaukrainewar thetelegraph breaking,0,0
473,652,samarraie2,454,88,2014-09-20 03:39:22+00:00,False,اليابان,"#RussiaUkraineWar 
Comic president is now ready to reach an understanding with the Russians about the Donbass region and accept neutrality and disarmament in exchange for guarantees.. It seems that he is starting to wake up and understand that he and his people were a scapegoat","[0, 278]",0,en,0,2022-03-27 21:24:47+00:00,russiaukrainewar comic president ready reach understanding russians donbass region accept neutrality disarmament exchange guarantees seems starting wake understand people scapegoat,0,1
474,653,Rob42021939,7602,5409,2020-10-16 05:40:19+00:00,False,,"@RepMTG 🖕
424-8, House easily passes bill to revoke Russia’s normal trade status, sending bill to Senate. The lone NO votes:
Boebert (R)
Massie (R)
Gaetz (R)
Biggs (R)
Greene (R)
Bishop (R)
Roy (R)
Grothman (R)

#RussiaUkraineWar #RussiaUkraine","[8, 244]",2,en,1,2022-03-27 21:24:44+00:00,house easily passes bill revoke russias normal trade status sending bill senate lone votes boebert r massie r gaetz r biggs r greene r bishop r roy r grothman r russiaukrainewar russiaukraine,0,1
475,655,UKIP_Cambs,447,520,2017-02-10 11:20:28+00:00,False,"Cambridge, England",#PutinMustGo #Putin #PutinIsaWarCriminal #PutinWarCriminal #RussiaUkraineWar https://t.co/8RVlPH3Igj,"[0, 76]",0,und,0,2022-03-27 21:24:09+00:00,putinmustgo putin putinisawarcriminal putinwarcriminal russiaukrainewar,0,0
476,656,Headlines4You,4111,5004,2013-06-02 00:26:39+00:00,False,USA,"Talking...as long as it accomplishes something like #Peace is much better than #War.
#KeepTalking 
#RussiaUkraineWar https://t.co/u48v8tRDBF","[0, 116]",2,en,0,2022-03-27 21:23:49+00:00,talkingas long accomplishes something like peace much better war keeptalking russiaukrainewar,1,1
477,657,sony_amaha,4,38,2022-03-07 19:07:35+00:00,False,Norway,#Peace #PeaceInUkraine #RussiaUkraineWar https://t.co/oPMuXN7q6l,"[0, 40]",1,und,0,2022-03-27 21:23:23+00:00,peace peaceinukraine russiaukrainewar,1,1
478,658,Sarhah12,146,274,2020-10-06 19:07:59+00:00,False,,"RT @0Keleli2: This is not fooking normal 😡
An overdose doesnt make ur heart twice as heavy...
Surely the 💉💉 have nothing to do it 
#ukraine…","[0, 140]",0,en,1,2022-03-27 21:23:22+00:00,fooking normal overdose doesnt make ur heart twice heavy surely nothing ukraine,0,0
479,659,IamtheOGee,9694,6349,2019-06-07 14:29:26+00:00,False,,@Polymat43955419 Sadly eith #RussiaUkraineWar seems globalisation will retreat further,"[17, 86]",3,en,0,2022-03-27 21:23:11+00:00,sadly eith russiaukrainewar seems globalisation retreat,0,0
480,660,BiggBossBites,2550,144,2019-12-07 09:46:24+00:00,False,Still searching…,"@lapatina_ A country known for screwed democracy and extreme corruption, becomes an example of sovereign state to fight?

It’s lame. Why the world is so blind?

Rather helping, you guys are screwing the whole world under influence of #NATO &amp; #EU.

#RussiaUkraineWar
#RussiaUkraineCrisis","[11, 290]",0,en,0,2022-03-27 21:23:03+00:00,country known screwed democracy extreme corruption becomes example sovereign state fight lame world blind rather helping guys screwing whole world influence nato amp eu russiaukrainewar russiaukrainecrisis,0,0
481,662,2SellMoreHomes,276,163,2017-08-10 13:21:39+00:00,False,Buy Your 1st Investment Home👉,"https://t.co/1uzybGqjZ2

#UkraineRussiaWar #UkraineWar #war  #Russia #Ukraine #RussiaUkraineWar #UkraineVSRussia #Putin #Ukrainian #RussianArmy #Russian #Ukraina","[0, 161]",0,und,0,2022-03-27 21:22:48+00:00,nan,0,0
482,664,tarrefbackup,291,1898,2019-08-24 07:35:06+00:00,False,"New Orleans, LA","#DeNazification #DenazifyUkraine #Denazify 
#RussiaUkraine #Russiaukrainewar #RussiaUkraineConflict
#RussianUkrainianWar #RussiaUkraineConflicts https://t.co/FDV734D68B","[0, 144]",0,und,0,2022-03-27 21:22:42+00:00,denazification denazifyukraine denazify russiaukraine russiaukrainewar russiaukraineconflict russianukrainianwar russiaukraineconflicts,0,0
483,665,7mishkam7_apa,92,468,2017-09-24 20:56:46+00:00,False,,"Hello world. It's me. My name is Kateryna, i'm Ukrainian. 
This is my photo on the left.
But also this is my photo on the right. 
Each of us could be
raped by Russians and killed.
Just because we are Ukrainians.
#RussiaUkraineWar #UkraineUnderAttaсk #GenocideOfUkrainians https://t.co/dR89W0Vxdq","[0, 271]",0,en,0,2022-04-03 15:31:07+00:00,hello world name kateryna im ukrainian photo left also photo right us could raped russians killed ukrainians russiaukrainewar ukraineunderattak genocideofukrainians,0,0
484,666,HenleySecnethia,235,553,2022-02-03 17:29:18+00:00,False,,"RT @Cyberknow20: Time to update the #cybertracker. 

If you have any tips/changes/advice/feedback please send it thru as I will put it toge…","[0, 140]",0,en,3,2022-04-03 15:31:00+00:00,time update cybertracker tipschangesadvicefeedback please send thru put toge,0,0
485,668,MarcoVaryvoda,157,433,2017-09-27 08:15:50+00:00,False,Україна,"RT @alyonational: Hello world. My name is Alyona, i'm Ukrainian. 
This is my photo on the left.
But also this is my photo on the right. 
Ea…","[0, 140]",0,en,4,2022-04-03 15:30:27+00:00,hello world name alyona im ukrainian photo left also photo right ea,0,1
486,669,BeverlyFolkers,17358,16895,2012-02-24 03:11:05+00:00,False,Illinois,"RT @BholuYo: #SlavaUkraini 🇺🇦🌻

Another helicopter shot down in the #Ukrainian Army. 
Well done special forces #surprise
Kamov K-52 🐊 helic…","[0, 140]",0,en,5,2022-04-03 15:30:23+00:00,slavaukraini another helicopter shot ukrainian army well done special forces surprise kamov k helic,1,0
487,670,unitedgirl566,332,316,2010-11-02 14:21:09+00:00,False,east northants,"RT @Independent: - #RussiaUkraineWar 

- Putin’s troops committed genocide near Kyiv, says mayor

FOLLOW LIVE
https://t.co/8SwiIpd7w9","[0, 133]",0,en,56,2022-04-03 15:30:17+00:00,russiaukrainewar putins troops committed genocide near kyiv says mayor follow live,0,0
488,671,TimesNow,10222921,375,2011-01-20 12:17:23+00:00,True,India,"Streets of #Dmytrivka turn into a battlefield.

Take a look at this ground report by @dpkBopanna showing the kind of devastation that has been caused in the area.

#RussiaUkraineWar https://t.co/x6WOyGVfRy","[0, 181]",3,en,0,2022-04-03 15:30:17+00:00,streets dmytrivka turn battlefield take look ground repo showing kind devastation caused area russiaukrainewar,0,0
489,672,ArmedMaidan,491,458,2022-02-28 17:43:30+00:00,False,"Quebec, Canada","#Ukrainian forces liberate Kyiv Oblast, areas around #Chernihiv, east of capital

#Mariupol still holding out

https://t.co/X03WLm1d74

#StandWithUkraine #UkraineUnderAttack #RussiaUkraineWar #PutinsWar #GenocideOfUkrainians https://t.co/gc1bSlTv67","[0, 224]",0,en,0,2022-04-03 15:30:12+00:00,ukrainian forces liberate kyiv oblast areas around chernihiv east capital mariupol still holding,0,1
490,673,betiarzadunaj,195,276,2016-04-08 01:46:10+00:00,False,,"RT @armyinformcomua: 🔥🔥🔥Georgians from the 🇺🇦 International Legion in the liberated #Hostomel are burning a 🇷🇺 flag. 

#StopRussia #RussiaI…","[0, 140]",0,en,188,2022-04-03 15:30:12+00:00,georgians international legion liberated hostomel burning flag stoprussia russiai,0,0
491,677,hasit108,899,2837,2013-01-08 09:23:09+00:00,False,Vapi India,"Interesting Read.
THE. THREAD. OF. THE. DAY.
#RussiaUkraineWar 
#India
#USA 
#Russia
#China
#Japan
#Modi 
#Putin https://t.co/SBvqSuVDPH","[0, 112]",0,en,0,2022-04-03 15:28:52+00:00,interesting read thread day russiaukrainewar india usa russia china japan modi putin,1,1
492,679,muurism,9,135,2019-09-28 14:47:59+00:00,False,"Tallinn, Estonia",#nohope - you should not be surprised of the #BuchaMassacre and all because of the suppression of #freepress and #FreedomOfSpeech #Putin #russia #russiaukrainewar https://t.co/Gtd2WOveBH,"[0, 162]",0,en,0,2022-04-03 15:28:36+00:00,nohope surprised buchamassacre suppression freepress freedomofspeech putin russia russiaukrainewar,0,0
493,681,HzKt0,21,88,2017-08-24 13:07:13+00:00,False,"Україна, Харків","Hello world. My name is Sergii, i'm Ukrainian. 
This is my photo on the left.
But also this is my photo on the right. 
Each of us could be
raped by Russians and killed because we are Ukrainians.
#RussiaWarCrimes #Bucha #RussiaUkraineWar #UkraineUnderAttaсk #GenocideOfUkrainians https://t.co/bIwQAoMOZo","[0, 278]",5,en,4,2022-04-03 15:27:55+00:00,hello world name sergii im ukrainian photo left also photo right us could raped russians killed ukrainians russiawarcrimes bucha russiaukrainewar ukraineunderattak genocideofukrainians,0,0
494,682,save__soil_,25,5,2022-03-21 13:00:51+00:00,False,,"RT @ksnaveenbalu: @SadhguruJV @cpsavesoil @IndiainAustria @JaideepMazumder @iccr_hq @UN_Vienna @mqwien @ORF War or #SaveSoil ? 
Bad legacy…","[0, 139]",0,en,20,2022-04-03 15:27:37+00:00,war savesoil bad legacy,0,0
495,683,another_xtori,39,3,2013-10-12 05:45:28+00:00,False,,#Russia #RussiaUkraineWar #Russophobia #Ukraine #UkraineRussiaWar #USA #war #warinukraine https://t.co/65nt7pXzvL,"[0, 89]",1,und,0,2022-04-03 15:27:18+00:00,russia russiaukrainewar russophobia ukraine ukrainerussiawar usa war warinukraine,0,0
496,684,KonkordiyaGrey,6806,988,2014-01-20 07:22:37+00:00,False,,"RT @anny_more: Hello world. My name is Ann, i'm Ukrainian. 
This is my photo on the left.
But also this is my photo on the right. 
Each of…","[0, 139]",0,en,4,2022-04-03 15:26:55+00:00,hello world name ann im ukrainian photo left also photo right,0,1
497,685,asicjk,48394,24,2012-06-09 23:52:09+00:00,False,,"there are two ways to be fooled, one is to believe what isn’t true; the other is to refuse to accept what is true, pick your own! #russiaukrainewar #russia #ukraine #estonia #lithuania #latvia #poland #romania https://t.co/cqVbCtpUWt","[0, 209]",0,en,0,2022-04-03 15:26:13+00:00,two ways fooled one believe isnt true refuse accept true pick russiaukrainewar russia ukraine estonia lithuania latvia poland romania,0,0
